,NAME,COUNTRY,Full name,Major teams,Batting style,Bowling style,sname,foreign,Bat,Bowl,Spin/Medium
280,Ashwell Prince,South Africa,Ashwell Gavin Prince,"['South Africa,', 'Africa XI,', 'Eastern Province,', 'Lancashire,', 'Mumbai Indians,', 'Nottinghamshire,', 'Warriors,', 'Western Province,', 'Western Province Boland']",Left-hand bat,Right-arm offbreak,AG Prince,1,Left,Right,off
281,GC Smith,South Africa,Graeme Craig Smith,"['South Africa,', 'Africa XI,', 'Cape Cobras,', 'Gauteng,', 'Hampshire Cricket Board,', 'ICC World XI,', 'Pune Warriors,', 'Rajasthan Royals,', 'Somerset,', 'Surrey,', 'Western Province']",Left-hand bat,Right-arm offbreak,GC Smith,1,Left,Right,off
282,DW Steyn,South Africa,Dale Willem Steyn,"['South Africa,', 'Africa XI,', 'Cape Cobras,', 'Deccan Chargers,', 'Essex,', 'Gujarat Lions,', 'Jamaica Tallawahs,', 'Northerns,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad,', 'Titans,', 'Warwickshire']",Right-hand bat,Right-arm fast,DW Steyn,1,Right,Right,fast
283,AC Thomas,South Africa,Alfonso Clive Thomas,"['South Africa,', 'Adelaide Strikers,', 'Dhaka Gladiators,', 'Dolphins,', 'North West,', 'Northerns,', 'Perth Scorchers,', 'Pune Warriors,', 'Somerset,', 'Staffordshire,', 'Titans,', 'Western Province']",Right-hand bat,Right-arm fast-medium,AC Thomas,1,Right,Right,medium
284,RN ten Doeschate,Netherlands,Ryan Neil ten Doeschate,"['Netherlands,', 'All Stars,', 'Canterbury,', 'Chittagong Kings,', 'Essex,', 'Impi,', 'Kolkata Knight Riders,', 'Mashonaland Eagles,', 'Otago,', 'Tasmania,', 'Western Province']",Right-hand bat,Right-arm medium-fast,RNt Doeschate,1,Right,Right,medium
285,JJ van der Wath,South Africa,Johannes Jacobus van der Wath,"['South Africa,', 'Canterbury,', 'Eagles,', 'Easterns,', 'Free State,', 'ICL World XI,', 'Knights,', 'Mumbai Champs,', 'Northamptonshire,', 'Royal Challengers Bangalore,', 'Sussex']",Right-hand bat,Right-arm medium-fast,JJvd Wath,1,Right,Right,medium
286,MN van Wyk,South Africa,Morne Nico van Wyk,"['South Africa,', 'Dolphins,', 'Eagles,', 'Free State,', 'Kolkata Knight Riders,', 'KwaZulu-Natal,', 'Quetta Gladiators']",Right-hand bat,Slow left-arm orthodox,MNv Wyk,1,Right,Right,slow
287,RE van der Merwe,Netherlands,Roelof Erasmus van der Merwe,"['Netherlands,', 'South Africa,', 'Brisbane Heat,', 'Delhi Daredevils,', 'Northerns,', 'Royal Challengers Bangalore,', 'Somerset,', 'South Africa A,', 'South Africa Under-19s,', 'St Lucia Zouks,', 'Titans']",Right-hand bat,Slow left-arm orthodox,REvd Merwe,1,Right,Right,slow
288,TM Dilshan,Sri Lanka,Tillakaratne Mudiyanselage Dilshan,"['Sri Lanka,', 'Asia XI,', 'Basnahira South,', 'Bloomfield Cricket and Athletic Club,', 'Delhi Daredevils,', 'Guyana Amazon Warriors,', 'Kalutara Town Club,', 'Karachi Kings,', 'Northern Districts,', 'Peshawar Zalmi,', 'Royal Challengers Bangalore,', 'Sebastianites Cricket and Athletic Club,', 'Singha Sports Club,', 'Surrey,', 'Tamil Union Cricket and Athletic Club']",Right-hand bat,Right-arm offbreak,TM Dilshan,1,Right,Right,off
289,CRD Fernando,Sri Lanka,Congenige Randhi Dilhara Fernando,"['Sri Lanka,', 'Asia XI,', 'Mumbai Indians,', 'Sinhalese Sports Club,', ""Sri Lanka Board President's XI,"", 'Worcestershire']",Right-hand bat,Right-arm fast-medium,CRD Fernando,1,Right,Right,medium
290,ST Jayasuriya,Sri Lanka,Sanath Teran Jayasuriya,"['Sri Lanka,', 'Asia XI,', 'Asia XI,', 'Bloomfield Cricket and Athletic Club,', 'Colombo Cricket Club,', 'Dolphins,', 'Khulna Royal Bengals,', 'Marylebone Cricket Club,', 'Mumbai Indians,', 'Ruhuna,', 'Somerset']",Left-hand bat,Slow left-arm orthodox,ST Jayasuriya,1,Left,Right,slow
291,DPMD Jayawardene,Sri Lanka,Denagamage Proboth Mahela de Silva Jayawardene,"['Sri Lanka,', 'Adelaide Strikers,', 'Asia XI,', 'Central Districts,', 'Delhi Daredevils,', 'Jamaica Tallawahs,', 'Karachi Kings,', 'Kings XI Punjab,', 'Kochi Tuskers Kerala,', 'Sinhalese Sports Club,', 'Somerset,', 'Sussex,', 'Trinidad & Tobago Red Steel,', 'Wayamba,', 'Wayamba']",Right-hand bat,Right-arm medium,DPMdS Jayawardene,1,Right,Right,medium
292,KMDN Kulasekara,Sri Lanka,Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,"['Sri Lanka,', 'Bandaranayake College Gampha,', 'Basnahira North,', 'Chennai Super Kings,', 'Colts Cricket Club,', 'Combined Provinces,', 'Galle Cricket Club,', 'Kandurata Maroons,', 'Sussex']",Right-hand bat,Right-arm fast-medium,KMDN Kulasekara,1,Right,Right,medium
293,M Muralitharan,Sri Lanka,Muttiah Muralitharan,"['Sri Lanka,', 'Asia XI,', 'Chennai Super Kings,', 'Gloucestershire,', 'ICC World XI,', 'Jamaica Tallawahs,', 'Kandurata,', 'Kent,', 'Kochi Tuskers Kerala,', 'Lancashire,', 'Melbourne Renegades,', 'Royal Challengers Bangalore,', 'Tamil Union Cricket and Athletic Club,', 'Wellington']",Right-hand bat,Right-arm offbreak,M Muralitharan,1,Right,Right,off
294,MF Maharoof,Sri Lanka,Mohamed Farveez Maharoof,"['Sri Lanka,', 'Asia XI,', 'Bloomfield Cricket and Athletic Club,', 'Colombo Cricket Club,', 'Cricket Coaching School,', 'Delhi Daredevils,', 'Lancashire,', 'Nondescripts Cricket Club,', 'Southern Express,', 'Sri Lanka A,', 'Sri Lanka Schools XI,', 'Sri Lanka Under-15s,', 'Sri Lanka Under-19s,', 'Wayamba,', 'Wesley College']",Right-hand bat,Right-arm fast-medium,MF Maharoof,1,Right,Right,medium
295,T Thushara,Sri Lanka,Magina Thilan Thushara Mirando,"['Sri Lanka,', 'Chennai Super Kings,', 'Colts Cricket Club,', 'Cricket Coaching School,', 'Kandurata,', 'Nondescripts Cricket Club,', 'Singha Sports Club,', 'Sinhalese Sports Club,', 'Sri Lanka A']",Left-hand bat,Left-arm fast-medium,MTT Mirando,1,Left,Left,medium
296,BMAJ Mendis,Sri Lanka,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,"['Sri Lanka,', 'Barbados Tridents,', 'Bloomfield Cricket and Athletic Club,', 'Combined Provinces,', 'Delhi Daredevils,', 'Derbyshire,', 'Dhaka Division,', 'Kandurata,', 'Prime Bank Cricket Club,', 'Sinhalese Sports Club,', 'Sri Lanka A,', 'Sri Lanka Board XI,', 'Sri Lanka Under-19s,', 'Sydney Sixers,', 'Tamil Union Cricket and Athletic Club']",Left-hand bat,Legbreak,BMAJ Mendis,1,Left,Right,leg
297,SL Malinga,Sri Lanka,Separamadu Lasith Malinga,"['Sri Lanka,', 'BCCSL Academy XI,', 'Galle Cricket Club,', 'Guyana Amazon Warriors,', 'Jamaica Tallawahs,', 'Kent,', 'Melbourne Stars,', 'Montreal Tigers,', 'Mumbai Indians,', 'Nondescripts Cricket Club,', 'Ruhuna,', 'Ruhuna Reds,', 'Ruhuna Royals,', 'Southern Express']",Right-hand bat,Right-arm fast,SL Malinga,1,Right,Right,fast
298,AD Mathews,Sri Lanka,Angelo Davis Mathews,"['Sri Lanka,', 'Basnahira Greens,', 'Basnahira North,', 'Brothers Union,', 'Colts Cricket Club,', 'Combined Provinces,', 'Delhi Daredevils,', 'Kolkata Knight Riders,', 'Pune Warriors,', 'Sri Lanka A,', 'Sri Lanka Under-19s']",Right-hand bat,Right-arm medium,AD Mathews,1,Right,Right,medium
299,LPC Silva,Sri Lanka,Lindamlilage Prageeth Chamara Silva,"['Sri Lanka,', 'Basnahira South,', 'Bloomfield Cricket and Athletic Club,', 'Deccan Chargers,', 'Kandurata Maroons,', 'Panadura Sports Club,', 'Sebastianites Cricket and Athletic Club,', 'Sinhalese Sports Club,', 'Sri Lanka A']",Right-hand bat,Legbreak,LPC Silva,1,Right,Right,leg
300,S Randiv,Sri Lanka,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,"['Sri Lanka,', 'Bloomfield Cricket and Athletic Club,', 'Chennai Super Kings,', 'Kandurata,', 'Kandurata Maroons,', 'Matara Sports Club,', 'Nondescripts Cricket Club,', 'Rahula College,', 'Ruhuna,', 'Sinhalese Sports Club,', 'Sri Lanka A,', 'Sri Lanka Under-15s,', 'Sri Lanka Under-19s']",Right-hand bat,Right-arm offbreak,HKSR Kaluhalamulla,1,Right,Right,off
301,KC Sangakkara,Sri Lanka,Kumar Chokshanada Sangakkara,"['Sri Lanka,', 'Asia XI,', 'Central Province,', 'Colombo District Cricket Association,', 'Deccan Chargers,', 'Durham,', 'Hobart Hurricanes,', 'ICC World XI,', 'Jamaica Tallawahs,', 'Kandurata,', 'Kandurata Maroons,', 'Kings XI Punjab,', 'Marylebone Cricket Club,', 'Multan Sultans,', 'Nondescripts Cricket Club,', 'Quetta Gladiators,', 'Sunrisers Hyderabad,', 'Surrey,', 'Warwickshire']",Left-hand bat,Right-arm offbreak,KC Sangakkara,1,Left,Right,off
302,WPUJC Vaas,Sri Lanka,Warnakulasuriya Patabendige Ushantha Joseph Chaminda Vaas,"['Sri Lanka,', 'Asia XI,', 'Basnahira North,', 'Colts Cricket Club,', 'Deccan Chargers,', 'Hampshire,', 'Marylebone Cricket Club,', 'Middlesex,', 'Northamptonshire,', 'Worcestershire']",Left-hand bat,Left-arm fast-medium,WPUJC Vaas,1,Left,Left,medium
303,DNT Zoysa,Sri Lanka,Demuni Nuwan Tharanga Zoysa,"['Sri Lanka,', 'Basnahira South,', 'Deccan Chargers,', 'Khulna Division,', 'Sinhalese Sports Club']",Left-hand bat,Left-arm fast-medium,DNT Zoysa,1,Left,Left,medium
304,S Badree,West Indies,Samuel Badree,"['West Indies,', 'Brisbane Heat,', 'Chennai Super Kings,', 'Islamabad United,', 'Jamaica Tallawahs,', 'Rajasthan Royals,', 'Royal Challengers Bangalore,', 'St Kitts and Nevis Patriots,', 'Trinidad,', 'Trinidad & Tobago,', 'Trinidad & Tobago Red Steel,', 'West Indies A,', 'World-XI']",Right-hand bat,Legbreak,S Badree,1,Right,Right,leg
305,DJ Bravo,West Indies,Dwayne John Bravo,"['West Indies,', 'Chennai Super Kings,', 'Essex,', 'Gujarat Lions,', 'Kent,', 'Lahore Qalandars,', 'Melbourne Renegades,', 'Melbourne Stars,', 'Mumbai Indians,', 'Peshawar Zalmi,', 'Quetta Gladiators,', 'Sydney Sixers,', 'Trinbago Knight Riders,', 'Trinidad & Tobago,', 'Trinidad & Tobago Red Steel,', ""University of West Indies Vice Chancellor's XI,"", 'Victoria,', 'Winnipeg Hawks']",Right-hand bat,Right-arm medium-fast,DJ Bravo,1,Right,Right,medium
306,S Chanderpaul,West Indies,Shivnarine Chanderpaul,"['West Indies,', 'Derbyshire,', 'Durham,', 'Guyana,', 'Guyana Amazon Warriors,', 'Khulna Royal Bengals,', 'Lancashire,', 'Royal Challengers Bangalore,', 'Stanford Superstars,', 'Uva Next,', 'Warwickshire,', 'Warwickshire 2nd XI']",Left-hand bat,Legbreak,S Chanderpaul,1,Left,Right,leg
307,FH Edwards,West Indies,Fidel Henderson Edwards,"['West Indies,', 'Barbados,', 'Combined Campuses and Colleges,', 'Deccan Chargers,', 'Hampshire,', 'Hampshire 2nd XI,', 'Rajasthan Royals,', 'Rangpur Riders,', 'St Lucia Zouks,', 'Sydney Thunder,', 'Trinidad & Tobago Red Steel,', 'Winnipeg Hawks']",Right-hand bat,Right-arm fast,FH Edwards,1,Right,Right,fast
308,CH Gayle,West Indies,Christopher Henry Gayle,"['West Indies,', 'Barisal Burners,', 'Chittagong Vikings,', 'Dhaka Gladiators,', 'ICC World XI,', 'Jamaica,', 'Jamaica Tallawahs,', 'Karachi Kings,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Lahore Qalandars,', 'Lions,', 'Matabeleland Tuskers,', 'Melbourne Renegades,', 'Rangpur Riders,', 'Royal Challengers Bangalore,', 'Somerset,', 'St Kitts and Nevis Patriots,', 'Stanford Superstars,', 'Sydney Thunder,', 'Vancouver Knights,', 'Western Australia,', 'Worcestershire']",Left-hand bat,Right-arm offbreak,CH Gayle,1,Left,Right,off
309,R Rampaul,West Indies,Ravindranath Rampaul,"['Ireland,', 'West Indies,', 'Barbados Tridents,', 'Royal Challengers Bangalore,', 'Trinidad & Tobago,', ""University of West Indies Vice Chancellor's XI,"", 'West Indies A']",Left-hand bat,Right-arm fast-medium,R Rampaul,1,Left,Right,medium
310,RR Sarwan,West Indies,Ramnaresh Ronnie Sarwan,"['West Indies,', 'Gloucestershire,', 'Guyana,', 'Guyana Amazon Warriors,', 'Kings XI Punjab,', 'Leicestershire,', 'Stanford Superstars,', 'Trinbago Knight Riders']",Right-hand bat,Legbreak,RR Sarwan,1,Right,Right,leg
311,MN Samuels,West Indies,Marlon Nathaniel Samuels,"['West Indies,', 'Antigua Hawksbills,', 'Comilla Victorians,', 'Delhi Daredevils,', 'Duronto Rajshahi,', 'Jamaica,', 'Leeward Islands,', 'Melbourne Renegades,', 'Peshawar Zalmi,', 'Pune Warriors,', 'St Kitts and Nevis Patriots,', 'St Lucia Stars']",Right-hand bat,Right-arm offbreak,MN Samuels,1,Right,Right,off
312,DJG Sammy,West Indies,Darren Julius Garvey Sammy,"['West Indies,', 'Glamorgan,', 'Hobart Hurricanes,', 'Kings XI Punjab,', 'Northern Windward Islands,', 'Nottinghamshire,', 'Peshawar Zalmi,', 'Rajshahi Kings,', 'Royal Challengers Bangalore,', 'St Lucia,', 'St Lucia Zouks,', 'Stanford Superstars,', 'Sunrisers Hyderabad,', 'Toronto Nationals,', ""University of West Indies Vice Chancellor's XI,"", 'Windward Islands,', 'World-XI']",Right-hand bat,Right-arm medium-fast,DJG Sammy,1,Right,Right,medium
313,LMP Simmons,West Indies,Lendl Mark Platter Simmons,"['West Indies,', 'Brisbane Heat,', 'Guyana Amazon Warriors,', 'Jamaica Tallawahs,', 'Karachi Kings,', 'Mumbai Indians,', 'Mumbai T20,', 'St Kitts and Nevis Patriots,', 'St Lucia Stars,', 'Trinidad & Tobago,', 'West Indies A,', 'Winnipeg Hawks']",Right-hand bat,Right-arm medium-fast,LMP Simmons,1,Right,Right,medium
314,DR Smith,West Indies,Dwayne Romel Smith,"['West Indies,', 'Barbados,', 'Barbados Tridents,', 'Chennai Super Kings,', 'Deccan Chargers,', 'Gujarat Lions,', 'Guyana Amazon Warriors,', 'Khulna Royal Bengals,', 'Montreal Tigers,', 'Mumbai Indians,', 'New South Wales,', 'Peshawar Zalmi,', 'Quetta Gladiators,', 'Sussex,', 'Sylhet Royals,', 'West Indies A']",Right-hand bat,Right-arm medium,DR Smith,1,Right,Right,medium
315,JE Taylor,West Indies,Jerome Everton Taylor,"['West Indies,', 'Jamaica,', 'Jamaica Tallawahs,', 'Kings XI Punjab,', 'Leicestershire,', 'Mumbai Indians,', 'Pune Warriors,', 'Ruhuna Royals,', 'Somerset,', 'St Lucia Stars,', 'Stanford Superstars,', 'Sussex']",Right-hand bat,Right-arm fast,JE Taylor,1,Right,Right,fast
316,C de Grandhomme,New Zealand,Colin de Grandhomme,"['New Zealand,', 'Auckland,', 'Jamaica Tallawahs,', 'Kolkata Knight Riders,', 'Manicaland,', 'Midlands,', 'Nagenahira Nagas,', 'New Zealand A,', 'Royal Challengers Bangalore,', 'Warwickshire,', 'Zimbabwe Under-19s']",Right-hand bat,Right-arm fast-medium,Cd Grandhomme,1,Right,Right,medium
317,RW Price,Zimbabwe,Raymond William Price,"['Zimbabwe,', 'Mashonaland Country Districts,', 'Mashonaland Eagles,', 'Midlands,', 'Mumbai Indians,', 'Northerns (Zimbabwe),', 'Worcestershire,', 'Zimbabwe XI']",Right-hand bat,Slow left-arm orthodox,RW Price,1,Right,Right,slow
318,T Taibu,Zimbabwe,Tatenda Taibu,"['Namibia,', 'Zimbabwe,', 'Africa XI,', 'Badureliya Sports Club,', 'Cape Cobras,', 'Kolkata Knight Riders,', 'Mashonaland,', 'Mashonaland A,', 'Mountaineers,', 'Northerns (Zimbabwe),', 'Southern Rocks']",Right-hand bat,Right-arm medium,T Taibu,1,Right,Right,medium
319,Brendan Taylor,Zimbabwe,Brendan Ross Murray Taylor,"['Zimbabwe,', 'Chittagong Kings,', 'Lahore Qalandars,', 'Mashonaland A,', 'Mid West Rhinos,', 'Nottinghamshire,', 'Prime Bank Cricket Club,', 'Sunrisers Hyderabad,', 'Wellington,', 'Zimbabwe A,', 'Zimbabwe Under-19s,', 'Zimbabwe XI']",Right-hand bat,Right-arm offbreak,BRM Taylor,1,Right,Right,off
320,Mohammad Ashraful,Bangladesh,Mohammad Ashraful,"['Bangladesh,', 'Asia XI,', 'Bangladesh A,', 'Central Zone (Bangladesh),', 'Dhaka Division,', 'Dhaka Gladiators,', 'Dhaka Gladiators,', 'Dhaka Metropolis,', 'Mumbai Indians']",Right-hand bat,"Right-arm offbreak, Legbreak",M Ashraful,1,Right,Right,off
321,Mashrafe Mortaza,Bangladesh,Mashrafe Bin Mortaza,"['Bangladesh,', 'Asia XI,', 'Dhaka Gladiators,', 'Khulna Division,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm fast-medium,MB Mortaza,1,Right,Right,medium
322,Shakib Al Hasan,Bangladesh,Shakib Al Hasan,"['Bangladesh,', 'Adelaide Strikers,', 'Bangladesh A,', 'Bangladesh Cricket Board XI,', 'Barbados Tridents,', 'Dhaka Gladiators,', 'Jamaica Tallawahs,', 'Karachi Kings,', 'Khulna Division,', 'Kolkata Knight Riders,', 'Peshawar Zalmi,', 'Sunrisers Hyderabad,', 'Worcestershire']",Left-hand bat,Slow left-arm orthodox,SA Hasan,1,Left,Right,slow
323,Tamim Iqbal,Bangladesh,Tamim Iqbal Khan,"['Bangladesh,', 'Asia XI,', 'Bangladesh A,', 'Bangladesh Under-19s,', 'Chittagong Division,', 'Duronto Rajshahi,', 'ICC World XI,', 'Nottinghamshire,', 'Peshawar Zalmi,', 'Pune Warriors,', 'St Lucia Zouks,', 'Wellington,', 'World-XI']",Left-hand bat,,TI Khan,1,Left,Right,
324,Abdur Razzak,Bangladesh,Abdur Razzak,"['Bangladesh,', 'Asia XI,', 'Khulna Division,', 'Rangpur Riders,', 'Royal Challengers Bangalore,', 'South Zone (Bangladesh)']",Left-hand bat,Slow left-arm orthodox,A Razzak,1,Left,Right,slow
325,CK Kapugedera,Sri Lanka,Chamara Kantha Kapugedera,"['Sri Lanka,', 'Chennai Super Kings,', 'Colombo Cricket Club,', 'Duronto Rajshahi,', 'Kalabagan Krira Chakra,', 'Kandurata,', 'Sri Lanka A']",Right-hand bat,Right-arm medium,CK Kapugedera,1,Right,Right,medium
326,RJ Quiney,Australia,Robert John Quiney,"['Australia,', 'Auckland,', 'Melbourne Stars,', 'Rajasthan Royals,', 'Victoria']",Left-hand bat,Right-arm medium,RJ Quiney,1,Left,Right,medium
327,UT Khawaja,Australia,Usman Tariq Khawaja,"['Australia,', 'Australia A,', 'Australia Under-19s,', 'Australian Institute of Sports,', 'Derbyshire,', 'Lancashire,', 'New South Wales,', 'Queensland,', 'Rising Pune Supergiants,', 'Sydney Thunder,', 'Valley District Cricket Club']",Left-hand bat,Right-arm medium,UT Khawaja,1,Left,Right,medium
328,DA Warner,Australia,David Andrew Warner,"['Australia,', 'Australia A,', 'Australia Under-19s,', 'Delhi Daredevils,', 'Durham,', 'Middlesex,', 'New South Wales,', 'Northern Districts,', 'St Lucia Stars,', 'Sunrisers Hyderabad,', 'Sydney Thunder,', 'Winnipeg Hawks']",Left-hand bat,Legbreak,DA Warner,1,Left,Right,leg
329,AN Ghosh,India,Arindam Nanigopal Ghosh,"['Bengal,', 'Central Zone,', 'India Under-19s,', 'Kolkata Knight Riders,', 'Railways']",Right-hand bat,Right-arm medium,AN Ghosh,0,Right,Right,medium
330,D Wiese,South Africa,David Wiese,"['South Africa,', 'Barbados Tridents,', 'Easterns,', 'Guyana Amazon Warriors,', 'Guyana Amazon Warriors,', 'Karachi Kings,', 'Lahore Qalandars,', 'Royal Challengers Bangalore,', 'South Africa A,', 'South Africa Emerging Players,', 'Sussex,', 'Titans']",Right-hand bat,Right-arm medium-fast,D Wiese,1,Right,Right,medium
331,J Theron,South Africa,Juan Theron,"['South Africa,', 'Deccan Chargers,', 'Eastern Province,', 'Jamaica Tallawahs,', 'Kings XI Punjab,', 'Rajasthan Royals,', 'South Africa A,', 'Warriors']",Right-hand bat,Right-arm medium-fast,J Theron,1,Right,Right,medium
332,YA Abdulla,South Africa,Yusuf Adam Abdulla,"['South Africa,', 'Dolphins,', 'Kings XI Punjab,', 'KwaZulu-Natal,', 'KwaZulu-Natal Inland,', 'South Africa A']",Left-hand bat,Left-arm fast-medium,YA Abdulla,1,Left,Left,medium
333,MJ Guptill,New Zealand,Martin James Guptill,"['New Zealand,', 'Auckland,', 'Barbados Tridents,', 'Derbyshire,', 'Guyana Amazon Warriors,', 'Kings XI Punjab,', 'Mumbai Indians,', 'New Zealand Academy,', 'New Zealand Under-19s,', 'St Kitts and Nevis Patriots,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm offbreak,MJ Guptill,1,Right,Right,off
334,AB Dinda,India,Ashok Bhimchandra Dinda,"['India,', 'Bengal,', 'Delhi Daredevils,', 'East Zone,', 'India A,', 'Kolkata Knight Riders,', 'Pune Warriors,', 'Rising Pune Supergiants,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium-fast,AB Dinda,0,Right,Right,medium
335,AN Ahmed,India,Abu Nechim Ahmed,"['Assam,', 'ICL India XI,', 'India Under-19s,', 'Kolkata Tigers,', 'Mumbai Indians,', 'Royal Bengal Tigers,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium-fast,AN Ahmed,0,Right,Right,medium
336,JW Hastings,Australia,John Wayne Hastings,"['Australia,', 'Australia A,', 'Chennai Super Kings,', 'Durham,', 'Kochi Tuskers Kerala,', 'Kolkata Knight Riders,', 'Melbourne Stars,', 'New South Wales Second XI,', 'New South Wales Under-17s,', 'New South Wales Under-19s,', 'Quetta Gladiators,', 'Victoria']",Right-hand bat,Right-arm fast-medium,JW Hastings,1,Right,Right,medium
337,S Sohal,United States of America,Sunny Sohal,"['United States of America,', 'Barbados Tridents,', 'Deccan Chargers,', 'India Under-19s,', 'Kings XI Punjab,', 'Punjab,', 'Royal Challengers Bangalore']",Right-hand bat,Legbreak,S Sohal,1,Right,Right,leg
338,MS Wade,Australia,Matthew Scott Wade,"['Australia,', 'Australia A,', 'Australia Under-19s,', 'Australian Centre of Excellence,', 'Australian Institute of Sports,', 'Clarence,', 'Delhi Daredevils,', 'Hobart Hurricanes,', 'Melbourne Renegades,', 'Melbourne Stars,', 'Tasmania,', 'Tasmania Institute of Sport,', 'Tasmania Second XI,', 'Tasmania Under-17s,', 'Tasmania Under-19s,', 'Tasmania Under-19s,', 'Victoria,', 'Warwickshire']",Left-hand bat,Right-arm medium,MS Wade,1,Left,Right,medium
339,BCJ Cutting,Australia,Benjamin Colin James Cutting,"['Australia,', 'Australia A,', 'Australia Under-19s,', 'Australian Centre of Excellence,', 'Australian Institute of Sports,', 'Brisbane Heat,', 'Mumbai Indians,', 'Queensland,', 'Queensland Academy of Sport,', 'Queensland Under-19s,', 'Rajasthan Royals,', 'South Brisbane,', 'St Kitts and Nevis Patriots,', 'Sunrisers Hyderabad,', 'World-XI']",Right-hand bat,Right-arm fast-medium,BCJ Cutting,1,Right,Right,medium
340,KAJ Roach,West Indies,Kemar Andre Jamal Roach,"['West Indies,', 'Antigua Hawksbills,', 'Barbados,', 'Brisbane Heat,', 'Deccan Chargers,', 'Jamaica Tallawahs,', 'St Lucia Zouks,', ""University of West Indies Vice Chancellor's XI,"", 'West Indies Under-19s,', 'Worcestershire']",Right-hand bat,Right-arm fast-medium,KAJ Roach,1,Right,Right,medium
341,JPR Scantlebury-Searles,West Indies,Javon Philip Ramon Scantlebury-Searles,"['Barbados,', 'Kolkata Knight Riders,', 'Trinbago Knight Riders,', 'Trinidad & Tobago Red Steel,', 'West Indies Under-19s']",Right-hand bat,Right-arm fast-medium,JPR Scantlebury-Searles,1,Right,Right,medium
