,NAME,COUNTRY,Full name,Major teams,Batting style,Bowling style,sname,foreign,Bat,Bowl,Spin/Medium
553,Ankit Sharma,India,Ankit Nagendra Sharma,"['Deccan Chargers,', 'India Revenue,', 'Madhya Pradesh,', 'Rajasthan Royals,', 'Rising Pune Supergiants,', 'Sunrisers Hyderabad']",Left-hand bat,Slow left-arm orthodox,AN Sharma,0,Left,Right,slow
554,R Tewatia,India,Rahul Tewatia,"['Delhi Daredevils,', 'Kings XI Punjab,', 'Oil & Natural Gas Corporation,', 'Rajasthan Royals']",Left-hand bat,Legbreak,R Tewatia,0,Left,Right,leg
555,RG More,India,Ronit Gajanan More,"['Australian Institute of Sport,', 'Belagavi Panthers,', 'Chennai Super Kings,', 'Himachal Pradesh,', 'Karnataka,', 'Karnataka State Cricket Association XI,', 'Madras Rubber Factory']",Right-hand bat,Right-arm medium,RG More,0,Right,Right,medium
556,K Gowtham,India,Krishnappa Gowtham,"['Malnad Gladiators,', 'Mumbai Indians,', 'Rajasthan Royals']",Right-hand bat,Right-arm offbreak,K Gowtham,0,Right,Right,off
557,SV Samson,India,Sanju Viswanath Samson,"['India,', 'Delhi Daredevils,', 'India Under-19s,', 'Kerala,', 'Kerala Cricket Association XI,', 'Kolkata Knight Riders,', 'Rajasthan Royals']",Right-hand bat,,SV Samson,0,Right,Right,
558,BB Samantray,India,Biplab Bipin Samantray,"['Deccan Chargers,', 'East Zone,', 'Orissa,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,BB Samantray,0,Right,Right,medium
559,YS Chahal,India,Yuzvendra Singh Chahal,"['India,', 'Haryana,', 'Mumbai Indians,', 'Royal Challengers Bangalore']",Right-hand bat,Legbreak googly,YS Chahal,0,Right,Right,leg
560,AUK Pathan,India,Asad Ullah Khan Pathan,"['Railways,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,AUK Pathan,0,Right,Right,medium
561,P Suyal,India,Pawan Shakland Suyal,"['Delhi,', 'Delhi Daredevils,', 'Mumbai Indians,', 'Nagaland']",Right-hand bat,Left-arm medium,PS Suyal,0,Right,Left,medium
562,K Upadhyay,India,Krishnakant Upadhyay,"['Pune Warriors,', 'Railways,', 'Uttar Pradesh Under-22s']",Right-hand bat,Right-arm medium,K Upadhyay,0,Right,Right,medium
563,E Lewis,West Indies,Evin Lewis,"['West Indies,', 'Barisal Bulls,', 'Dhaka Dynamites,', 'Mumbai Indians,', 'St Kitts and Nevis Patriots,', 'Trinidad & Tobago,', 'Trinidad & Tobago Red Steel,', 'Vancouver Knights,', 'West Indies Under-19s']",Left-hand bat,,E Lewis,1,Left,Right,
564,Sachin Baby,India,Sachin Baby,"['India A,', 'Kerala,', 'Rajasthan Royals,', 'Royal Challengers Bangalore,', 'South Zone,', 'Sunrisers Hyderabad']",Left-hand bat,Right-arm offbreak,S Baby,0,Left,Right,off
565,Sayan Mondal,India,Sayan Sekhar Mondal,"['Bengal,', 'Kolkata Knight Riders']",Left-hand bat,Right-arm medium,SS Mondal,0,Left,Right,medium
566,BA Bhatt,India,Bhargav Ashok Bhatt,"['Andhra,', 'Baroda,', 'Baroda Under-19s,', 'Baroda Under-22s,', 'India A,', 'India Red,', 'Kings XI Punjab,', 'West Zone']",Left-hand bat,Slow left-arm orthodox,BA Bhatt,0,Left,Right,slow
567,H Klaasen,South Africa,Heinrich Klaasen,"['South Africa,', 'Northerns,', 'Northerns Under-19s,', 'Rajasthan Royals,', 'Royal Challengers Bangalore,', 'South Africa A,', 'South Africa Emerging Players,', 'Titans']",Right-hand bat,,H Klaasen,1,Right,Right,
568,Vikas Mishra,India,Vikas Mishra,"['Delhi,', 'Delhi Daredevils']",Right-hand bat,Slow left-arm orthodox,V Mishra,0,Right,Right,slow
569,Sandeep Sharma,India,Sandeep Sharma,"['India,', 'India A,', 'India Under-19s,', 'India Under-23s,', 'Kings XI Punjab,', 'Punjab,', 'Punjab Under-19s,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,S Sharma,0,Right,Right,medium
570,CH Morris,South Africa,Christopher Henry Morris,"['South Africa,', 'Chennai Super Kings,', 'Delhi Daredevils,', 'Lions,', 'North West,', 'Rajasthan Royals,', 'St Kitts and Nevis Patriots,', 'Surrey,', 'Titans']",Right-hand bat,Right-arm fast-medium,CH Morris,1,Right,Right,medium
571,Akash Bhandari,India,Akash Ashok Bhandari,"['Deccan Chargers,', 'Hyderabad (India)']",Right-hand bat,Legbreak,AA Bhandari,0,Right,Right,leg
572,UBT Chand,India,Unmukt Bharat Thakur Chand,"['Delhi,', 'Delhi Daredevils,', 'India A,', 'India Under-19s,', 'India Under-23s,', 'Mumbai Indians,', 'Rajasthan Royals']",Right-hand bat,Right-arm offbreak,UBT Chand,0,Right,Right,off
573,SA Yadav,India,Suryakumar Ashok Yadav,"['India Under-23s,', 'Kolkata Knight Riders,', 'Mumbai,', 'Mumbai Indians']",Right-hand bat,"Right-arm medium, Right-arm offbreak",SA Yadav,0,Right,Right,off
574,SM Boland,Australia,Scott Michael Boland,"['Australia,', 'Frankston-Peninsula,', 'Melbourne Stars,', 'Rising Pune Supergiants,', 'Victoria,', 'Victoria Under-23s']",Right-hand bat,Right-arm fast-medium,SM Boland,1,Right,Right,medium
575,RA Tripathi,India,Rahul Ajay Tripathi,"['Maharashtra,', 'Rajasthan Royals,', 'Rising Pune Supergiant']",Right-hand bat,Right-arm medium,RA Tripathi,0,Right,Right,medium
576,DL Chahar,India,Deepak Lokandersingh Chahar,"['India,', 'Chennai Super Kings,', 'India A,', 'Rajasthan,', 'Rajasthan Royals,', 'Rising Pune Supergiants']",Right-hand bat,Right-arm medium,DL Chahar,0,Right,Right,medium
577,IC Pandey,India,Ishwar Chand Pandey,"['Central Zone,', 'Chennai Super Kings,', 'India A,', 'Madhya Pradesh,', 'Pune Warriors,', 'Rising Pune Supergiants']",Right-hand bat,Right-arm medium,IC Pandey,0,Right,Right,medium
578,J Yadav,India,Jayant Yadav,"['India,', 'Delhi Daredevils,', 'Haryana,', 'Mumbai Indians']",Right-hand bat,Right-arm offbreak,J Yadav,0,Right,Right,off
579,AF Milne,New Zealand,Adam Fraser Milne,"['New Zealand,', 'Central Districts,', 'Kent,', 'Mumbai Indians,', 'New Zealand A,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm fast,AF Milne,1,Right,Right,fast
580,Milind Kumar,India,Milind Kumar,"['Delhi,', 'Delhi Daredevils,', 'Royal Challengers Bangalore,', 'Sikkim']",Right-hand bat,Right-arm offbreak,M Kumar,0,Right,Right,off
581,GH Vihari,India,Gade Hanuma Vihari,"['India,', 'Delhi Daredevils,', 'Hyderabad (India),', 'India A,', 'India Under-19s,', 'South Zone,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm offbreak,GH Vihari,0,Right,Right,off
582,CR Brathwaite,West Indies,Carlos Ricardo Brathwaite,"['West Indies,', 'Antigua Hawksbills,', 'Barbados,', 'Barbados Tridents,', 'Barbados Under-19s,', 'Combined Campuses and Colleges,', 'Delhi Daredevils,', 'Kolkata Knight Riders,', 'Lahore Qalandars,', 'Sagicor High Performance Centre,', 'St Kitts and Nevis Patriots,', 'Sunrisers Hyderabad,', 'Sydney Sixers,', 'Sydney Thunder,', 'West Indies A']",Right-hand bat,Right-arm fast-medium,CR Brathwaite,1,Right,Right,medium
583,TS Mills,England,Tymal Solomon Mills,"['England,', 'Auckland,', 'Brisbane Heat,', 'Chittagong Vikings,', 'England Lions,', 'England Performance Programme,', 'England Under-19s,', 'Essex,', 'Essex 2nd XI,', 'Hobart Hurricanes,', 'ICC World XI,', 'Karachi Kings,', 'Quetta Gladiators,', 'Royal Challengers Bangalore,', 'Suffolk,', 'Sussex']",Right-hand bat,Left-arm fast,TS Mills,1,Right,Left,fast
584,AJ Tye,Australia,Andrew James Tye,"['Australia,', 'Chennai Super Kings,', 'Durham 2nd XI,', 'Gloucestershire,', 'Gujarat Lions,', 'Kings XI Punjab,', 'Northamptonshire 2nd XI,', 'Perth Scorchers,', 'Somerset 2nd XI,', 'Sydney Thunder,', 'Western Australia,', 'Western Australia Under-23s']",Right-hand bat,Right-arm medium-fast,AJ Tye,1,Right,Right,medium
585,KH Pandya,India,Krunal Himanshu Pandya,"['India,', 'Baroda Cricket Association XI,', 'Baroda Under-15s,', 'Baroda Under-17s,', 'Baroda Under-19s,', 'India A,', 'Mumbai Indians']",Left-hand bat,Slow left-arm orthodox,KH Pandya,0,Left,Right,slow
586,BN Bharath,India,BN Bharath,"['KSCA Colts XI,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,B Bharath,0,Right,Right,medium
587,Vikas Tokas,India,Vikas Tokas,"['Delhi,', 'North Zone,', 'Railway Sports Promotion Board XI,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,V Tokas,0,Right,Right,medium
588,Shishir  Bhavane,India,Shishir Anil Bhavane,"[""Karnataka President's XI,"", 'Royal Challengers Bangalore']",Left-hand bat,Right-arm offbreak,SA Bhavane,0,Left,Right,off
589,SN Thakur,India,Shardul Narendra Thakur,"['India,', 'Chennai Super Kings,', 'Kings XI Punjab,', 'Mumbai A,', 'Mumbai Indians,', 'Tata Sports Club']",Right-hand bat,Right-arm medium,SN Thakur,0,Right,Right,medium
590,V Shankar,India,Vijay Shankar,"['India,', 'Chennai Super Kings,', 'Delhi Daredevils,', 'India A,', 'Lyca Kovai Kings,', 'Sunrisers Hyderabad,', 'Tamil Nadu Districts XI']",Right-hand bat,Right-arm medium,V Shankar,0,Right,Right,medium
591,Sarul Kanwar,India,Sarul Kanwar,"['Mumbai Indians,', 'Punjab Cricket Association XI']",Right-hand bat,Right-arm offbreak,S Kanwar,0,Right,Right,off
592,Mehdi Hassan,India,Syed Mehdi Hassan,"['Hyderabad (India),', 'Hyderabad Cricket Association XI,', 'Sunrisers Hyderabad']",Left-hand bat,Slow left-arm orthodox,SM Hassan,0,Left,Right,slow
593,Sujit Nayak,India,Sujit Surendra Nayak,"['Delhi Daredevils,', 'Mumbai Cricket Association XI,', 'Mumbai Indians']",Left-hand bat,Slow left-arm orthodox,SS Nayak,0,Left,Right,slow
594,Baba Aparajith,India,Baba Aparajith,"['Chennai Super Kings,', 'India B,', 'India Under-19s,', 'India Under-23s,', 'Rising Pune Supergiants,', 'South Zone,', 'Tamil Nadu,', 'Tamil Nadu Districts XI,', 'VB Thiruvallur Veerans']",Right-hand bat,Right-arm offbreak,B Aparajith,0,Right,Right,off
595,HS Sharath,India,Hosagivappa Shivalingaiah Sharath,"['Bangalore Brigadiers (Urban),', 'Delhi Daredevils,', 'Karnataka,', 'South Zone,', 'State Bank of Mysore']",Right-hand bat,Right-arm medium,HS Sharath,0,Right,Right,medium
596,Mohammed Shami,India,Mohammed Shami Ahmed,"['India,', 'Bengal,', 'Delhi Daredevils,', 'ICC World XI,', 'India A,', 'Kings XI Punjab,', 'Kolkata Knight Riders']",Right-hand bat,Right-arm fast-medium,MS Ahmed,0,Right,Right,medium
597,A Nortje,South Africa,Anrich Nortje,"['South Africa,', 'Eastern Province,', 'Eastern Province Under-19s,', 'South African Schools','Delhi Capitals']",Right-hand bat,Right-arm fast,A Nortje,1,Right,Right,fast
598,Amitoze Singh,India,Amitoze Singh,"['Mumbai Indians,', 'Punjab']",Right-hand bat,Right-arm medium,A Singh,0,Right,Right,medium
599,PJ Cummins,Australia,Patrick James Cummins,"['Australia,', 'Delhi Daredevils,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'New South Wales,', 'New South Wales Second XI,', 'Perth Scorchers,', 'Sydney Sixers,', 'Sydney Thunder']",Right-hand bat,Right-arm fast,PJ Cummins,1,Right,Right,fast
600,LH Ferguson,New Zealand,Lachlan Hammond Ferguson,"['New Zealand,', 'Auckland,', 'Auckland Under-19s,', 'Kolkata Knight Riders,', 'Rising Pune Supergiant']",Right-hand bat,Right-arm fast,LH Ferguson,1,Right,Right,fast
601,SS Cottrell,West Indies,Sheldon Shane Cottrell,"['West Indies,', 'Antigua Hawksbills,', 'Jamaica,', 'Sagicor High Performance Centre,', 'St Kitts and Nevis Patriots,', 'Vancouver Knights,', 'West Indies A','Kings XI Punjab']",Right-hand bat,Left-arm fast-medium,SS Cottrell,1,Right,Left,medium
602,DJ Hooda,India,Deepak Jagbir Hooda,"['Baroda,', 'Baroda Cricket Association XI,', 'Rajasthan Royals,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm offbreak,DJ Hooda,0,Right,Right,off
603,GS Sandhu,Australia,Gurinder Singh Sandhu,"['Australia,', 'Australia Under-19s,', 'Delhi Daredevils,', 'New South Wales,', 'New South Wales Under-23s,', ""Prime Minister's XI,"", 'Sydney Thunder']",Left-hand bat,Right-arm fast-medium,GS Sandhu,1,Left,Right,medium
604,P Chopra,India,Prashant Chopra,"['Himachal Pradesh,', 'India Under-23s,', 'Rajasthan Royals']",Right-hand bat,Legbreak googly,P Chopra,0,Right,Right,leg
605,AJ Turner,Australia,Ashton James Turner,"['Australia,', 'Australia Centre of Excellence,', 'Australia Under-19s,', ""Australian Prime Minister's Invitation XI,"", ""Cricket Australia Chairman's XI,"", 'Perth Scorchers,', 'Rajasthan Royals,', 'Western Australia,', 'Western Australia Under-23s']",Right-hand bat,Right-arm offbreak,AJ Turner,1,Right,Right,off
606,AD Nath,India,Akshdeep Deependra Nath,"['Gujarat Lions,', 'India Under-19s,', 'Kings XI Punjab,', 'Royal Challengers Bangalore,', 'Uttar Pradesh']",Right-hand bat,Right-arm medium-fast,AD Nath,0,Right,Right,medium
607,Joel Paris,Australia,Joel Samuel Paris,"['Australia,', 'Australia Under-19s,', 'Delhi Daredevils,', 'Perth Scorchers,', 'Western Australia,', 'Western Australia Under-23s']",Left-hand bat,Left-arm fast-medium,JS Paris,1,Left,Left,medium
608,MJ Santner,New Zealand,Mitchell Josef Santner,"['New Zealand,', 'Chennai Super Kings,', 'New Zealand Masters,', 'Northern Districts,', 'Northern Districts A,', 'Northern Districts Under-19s']",Left-hand bat,Slow left-arm orthodox,MJ Santner,1,Left,Right,slow
609,Apoorv Wankhade,India,Apoorv Vijay Wankhade,"['Kolkata Knight Riders,', 'Mumbai Indians,', 'Vidarbha']",Right-hand bat,Right-arm medium,AV Wankhade,0,Right,Right,medium
610,MJ Henry,New Zealand,Matthew James Henry,"['New Zealand,', 'Canterbury,', 'Canterbury Under-17s,', 'Canterbury Under-19s,', 'Chennai Super Kings,', 'Derbyshire,', 'Kings XI Punjab,', 'New Zealand A']",Right-hand bat,Right-arm fast-medium,MJ Henry,1,Right,Right,medium
611,Sneha Kishore,India,Chikkam Sneha Kishore,"['Andhra Under-19s,', 'Deccan Chargers']",Right-hand bat,Slow left-arm orthodox,CS Kishore,0,Right,Right,slow
612,A Choudhary,India,Aniket Vinod Choudhary,"['Kings XI Punjab,', 'Rajasthan,', 'Rajasthan Cricket Association XI,', 'Royal Challengers Bangalore']",Right-hand bat,Left-arm medium,AV Choudhary,0,Right,Left,medium
613,Chirag Jani,India,Chirag Sureshbhai Jani,"['Kolkata Knight Riders,', 'Saurashtra Cricket Association XI']",Right-hand bat,Right-arm medium,CS Jani,0,Right,Right,medium
614,Aristh Singhvi,India,Aristha Sanjay Singhvi,"['Delhi Daredevils,', 'Rajasthan Cricket Association XI']",Left-hand bat,Slow left-arm orthodox,AS Singhvi,0,Left,Right,slow
615,J Suchith,India,Jagadeesha Suchith,"['Karnataka State Cricket Association XI,', 'Mumbai Indians']",Left-hand bat,Slow left-arm orthodox,J Suchith,0,Left,Right,slow
616,M Ashwin,India,Murugan Ashwin,"['Delhi Daredevils,', 'Dindigul Dragons,', 'Kings XI Punjab,', 'Rising Pune Supergiants,', 'Royal Challengers Bangalore,', ""TNCA President's XI""]",Right-hand bat,Legbreak googly,M Ashwin,0,Right,Right,leg
617,Akshay Karnewar,India,Akshay Kisanrao Karnewar,"['Royal Challengers Bangalore,', 'Vidarbha Cricket Association XI']",Left-hand bat,Slow left-arm orthodox,AK Karnewar,0,Left,Right,slow
618,V Pratap Singh,India,Veer Pratap Singh,"['Bengal,', 'Cricket Association of Bengal XI,', 'Deccan Chargers,', 'Kolkata Knight Riders,', 'Sunrisers Hyderabad']",Right-hand bat,Right-arm medium,VP Singh,0,Right,Right,medium
619,DJ Muthuswami,India,Domnic Joseph Muthuswami,"['Delhi Daredevils,', 'Maharashtra,', 'Maharashtra Cricket Association XI']",Right-hand bat,Right-arm medium,DJ Muthuswami,0,Right,Right,medium
620,Srikar Bharat,India,Kona Srikar Bharat,"['Andhra,', 'Andhra Cricket Association XI,', 'Delhi Daredevils,', 'India A,', 'India B,', 'India Blue,', 'India Red,', 'Rest of India']",Right-hand bat,,KS Bharat,0,Right,Right,
621,TM Head,Australia,Travis Michael Head,"['Australia,', 'Adelaide Strikers,', 'Australia Under-19s,', 'Delhi Daredevils,', 'Marylebone Cricket Club Young Cricketers,', 'Royal Challengers Bangalore,', 'South Australia,', 'South Australia Second XI,', 'South Australia Under-23s,', 'Yorkshire']",Left-hand bat,Right-arm offbreak,TM Head,1,Left,Right,off
622,P Negi,India,Pawan Negi,"['Air India,', 'Chennai Super Kings,', 'Delhi,', 'Delhi Daredevils,', 'Royal Challengers Bangalore']",Left-hand bat,Slow left-arm orthodox,P Negi,0,Left,Right,slow
623,Akhil Herwadkar,India,Akhil Arvind Herwadkar,"['Delhi Daredevils,', 'India Under-19s,', 'Mumbai,', 'Mumbai Under-19s']",Left-hand bat,Right-arm offbreak,AA Herwadkar,0,Left,Right,off
624,M Vohra,India,Manan Vohra,"['D.A.V College (Chandigarh),', 'India Under-19s,', 'Kings XI Punjab,', 'Punjab,', 'Punjab Under-19s,', 'Rajasthan Royals,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,M Vohra,0,Right,Right,medium
625,B Stanlake,Australia,Billy Stanlake,"['Australia,', 'Adelaide Strikers,', 'Australia Under-19s,', 'Queensland,', 'Queensland Under-19s,', 'Royal Challengers Bangalore,', 'Sunrisers Hyderabad']",Left-hand bat,Right-arm fast,B Stanlake,1,Left,Right,fast
626,Chirag Suri,United Arab Emirates,Chirag Suri,"['United Arab Emirates,', 'Gujarat Lions,', 'United Arab Emirates Under-19s']",Right-hand bat,Right-arm offbreak,C Suri,1,Right,Right,off
627,MM Sharma,India,Mohit Mahipal Sharma,"['India,', 'Chennai Super Kings,', 'Haryana,', 'Kings XI Punjab']",Right-hand bat,Right-arm medium,MM Sharma,0,Right,Right,medium
628,Gurkeerat Singh,India,Gurkeerat Rupinder Singh,"['India,', 'Delhi Daredevils,', 'India A,', 'Kings XI Punjab,', 'Punjab,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm offbreak,GR Singh,0,Right,Right,off
629,BB Sran,India,Barinder Balbirsingh Sran,"['India,', 'Kings XI Punjab,', 'Mumbai Indians,', 'Punjab,', 'Rajasthan Royals,', 'Sunrisers Hyderabad']",Left-hand bat,Left-arm medium,BB Sran,0,Left,Left,medium
630,SC Kuggeleijn,New Zealand,Scott Christopher Kuggeleijn,"['New Zealand,', 'New Zealand A,', 'Northern Districts,', 'Wellington','Chennai Super Kings']",Right-hand bat,Right-arm fast-medium,SC Kuggeleijn,1,Right,Right,medium
631,L Ngidi,South Africa,Lungisani Ngidi,"['South Africa,', 'Chennai Super Kings,', 'KwaZulu-Natal Inland Under-19s,', 'Northerns,', 'South Africa Under-19s,', 'Titans']",Right-hand bat,Right-arm fast,L Ngidi,1,Right,Right,fast
632,Jaskaran Singh,India,Jaskaran Singh,Rising Pune Supergiant,Left-hand bat,Left-arm medium,J Singh,0,Left,Left,medium
633,CJ Dala,South Africa,Carl Junior Dala,"['South Africa,', 'Delhi Daredevils,', 'Easterns,', 'Gauteng,', 'South Africa A,', 'Titans']",Right-hand bat,Right-arm medium,CJ Dala,1,Right,Right,medium
634,K Rabada,South Africa,Kagiso Rabada,"['South Africa,', 'Delhi Daredevils,', 'Gauteng,', 'Gauteng Under-19s,', 'Lions,', 'South Africa A,', 'South Africa Colts XI,', 'South Africa Under-19s,', 'St Stithians College']",Left-hand bat,Right-arm fast,K Rabada,1,Left,Right,fast
635,TK Curran,England,Thomas Kevin Curran,"['England,', 'England Lions,', 'Kolkata Knight Riders,', 'KwaZulu-Natal Inland Under-19s,', 'Surrey,', 'Surrey 2nd XI,', 'Sydney Sixers']",Right-hand bat,Right-arm fast-medium,TK Curran,1,Right,Right,medium
636,Dushmantha Chameera,Sri Lanka,Pathira Vasan Dushmantha Chameera,"['Sri Lanka,', 'Nagenahira Nagas,', 'Nondescripts Cricket Club,', 'Rajasthan Royals,', 'Sri Lanka A,', ""Sri Lanka Board President's XI,"", 'Yaal Blazers']",Right-hand bat,Right-arm fast,PVD Chameera,1,Right,Right,fast
637,AR Patel,India,Axar Rajeshbhai Patel,"['India,', 'Delhi Daredevils,', 'Gujarat,', 'India A,', 'India Under-23s,', 'Kings XI Punjab,', 'Mumbai Indians']",Left-hand bat,Slow left-arm orthodox,AR Patel,0,Left,Right,slow
638,VH Zol,India,Vijay Hari Zol,"['India A,', 'India Under-19s,', 'Maharashtra,', 'Royal Challengers Bangalore']",Left-hand bat,Right-arm offbreak,VH Zol,0,Left,Right,off
639,NS Naik,India,Nikhil Shankar Naik,"['Kings XI Punjab,', 'Kolkata Knight Riders,', 'Maharashtra']",Right-hand bat,,NS Naik,0,Right,Right,
640,Shubham Ranjane,India,Shubham Subhash Ranjane,"['Maharashtra,', 'Rajasthan Royals']",Right-hand bat,Right-arm medium,SS Ranjane,0,Right,Right,medium
641,IS Sodhi,New Zealand,Inderbir Singh Sodhi,"['New Zealand,', 'Adelaide Strikers,', 'Auckland Under-17s,', 'Auckland Under-19s,', 'Jamaica Tallawahs,', 'New Zealand A,', 'New Zealand Under-19s,', 'Northern Districts,', 'Rajasthan Royals']",Right-hand bat,Legbreak,IS Sodhi,1,Right,Right,leg
642,Kuldeep Yadav,India,Kuldeep Yadav,"['India,', 'Central Zone,', 'India A,', 'India Under-19s,', 'Kolkata Knight Riders,', 'Mumbai Indians,', 'Uttar Pradesh,', 'Uttar Pradesh Under-19s']",Left-hand bat,Slow left-arm chinaman,K Yadav,0,Left,Right,slow
643,Zafir Patel,India,Zafir Rashid Patel,"['Delhi Daredevils,', 'Leeds/Bradford MCCU']",Right-hand bat,Right-arm medium-fast,ZR Patel,0,Right,Right,medium
644,S Thiyagarajan,India,Singamuthu Thiyagarajan,"['Royal Challengers Bangalore,', 'Tamil Nadu Under-25s']",Right-hand bat,Right-arm medium,S Thiyagarajan,0,Right,Right,medium
645,A Dananjaya,Sri Lanka,Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya Perera,"['Sri Lanka,', 'Chennai Super Kings,', 'Mumbai Indians,', 'Sri Lanka Under-23s,', 'Wayamba United']",Left-hand bat,Right-arm offbreak,MKPAD Perera,1,Left,Right,off
646,PV Tambe,India,Pravin Vijay Tambe,"['Dr DY Patil Sports Academy,', 'Gujarat Lions,', 'Mumbai Cricket Association XI,', 'Rajasthan Royals,', 'Sunrisers Hyderabad']",Right-hand bat,Legbreak,PV Tambe,0,Right,Right,leg
647,Bandaru Ayyappa,India,Bandaru Satyanarayana Murty Ayyappa,"['Andhra,', 'Andhra Under-16s,', 'Andhra Under-19s,', 'Delhi Daredevils']",Right-hand bat,Right-arm medium,BSM Ayyappa,0,Right,Right,medium
648,Vaibhav Rawal,India,Vaibhav Prem Rawal,"['Delhi,', 'Kolkata Knight Riders']",Left-hand bat,Legbreak googly,VP Rawal,0,Left,Right,leg
649,DR Shorey,India,Dhruv Ranjan Shorey,"['Chennai Super Kings,', 'Delhi']",Right-hand bat,Right-arm offbreak,DR Shorey,0,Right,Right,off
650,AS Rajpoot,India,Ankit Singh Rajpoot,"['Chennai Super Kings,', 'Kings XI Punjab,', 'Kolkata Knight Riders,', 'Uttar Pradesh']",Right-hand bat,Right-arm medium,AS Rajpoot,0,Right,Right,medium
651,S Sandeep Warrier,India,Sankarankutty Sandeep Warrier,"['India Under-23s,', 'Kerala,', 'Kolkata Knight Riders,', 'Royal Challengers Bangalore']",Right-hand bat,Right-arm medium,SS Warrier,0,Right,Right,medium
652,Umang Sharma,India,Umang Anil Sharma,"['Gujarat Lions,', 'Uttar Pradesh Under-19s,', 'Uttar Pradesh Under-22s']",Right-hand bat,Right-arm offbreak,UA Sharma,0,Right,Right,off
653,N Pooran,West Indies,Nicholas Pooran,"['West Indies,', 'Barbados Tridents,', 'Islamabad United,', 'Khulna Titans,', 'Kings XI Punjab,', 'Multan Sultans,', 'Mumbai Indians,', 'St Kitts and Nevis Patriots,', 'Trinidad & Tobago,', 'Trinidad & Tobago Red Steel,', 'Trinidad & Tobago Under-19s,', 'West Indies B,', 'West Indies Under-19s']",Left-hand bat,,N Pooran,1,Left,Right,
654,N Rana,India,Nitish Rana,"['Delhi,', 'Kolkata Knight Riders,', 'Mumbai Indians']",Left-hand bat,Right-arm offbreak,N Rana,0,Left,Right,off
655,Ankush Bains,India,Ankush Katkar Singh Bains,"['Chennai Super Kings,', 'Delhi Daredevils,', 'Himachal Pradesh,', 'India Under-19s,', 'Rajasthan Royals,', 'Rising Pune Supergiants']",Right-hand bat,,AKS Bains,0,Right,Right,
656,Chama Milind,India,Chama V Milind,"['Delhi Daredevils,', 'Hyderabad (India),', 'India Under-19s,', 'Sunrisers Hyderabad']",Left-hand bat,Left-arm medium,CV Milind,0,Left,Left,medium
657,R Karthikeyan,India,R Karthikeyan,"['Chennai Super Kings,', 'Madurai Super Giant']",Left-hand bat,Slow left-arm orthodox,R Karthikeyan,0,Left,Right,slow
658,Royston Dias,India,Royston Harold Dias,"['Delhi Daredevils,', 'Mumbai Under-19s']",Left-hand bat,Left-arm medium,RH Dias,0,Left,Left,medium
659,HH Pandya,India,Hardik Himanshu Pandya,"['India,', 'Baroda,', 'India A,', 'Mumbai Indians']",Right-hand bat,Right-arm medium-fast,HH Pandya,0,Right,Right,medium
660,Kshitiz Sharma,India,Kshitiz Sharma,"['Arunachal Pradesh,', 'Chennai Super Kings,', 'Delhi']",Right-hand bat,Right-arm offbreak,K Sharma,0,Right,Right,off
661,JJ Bumrah,India,Jasprit Jasbirsingh Bumrah,"['India,', 'Gujarat,', 'India A,', 'India Under-23s,', 'Mumbai Indians']",Right-hand bat,Right-arm fast-medium,JJ Bumrah,0,Right,Right,medium
662,Shelley Shaurya,India,Shelley Sanjay Kumar Shaurya,"['Delhi,', 'Gujarat Lions']",Right-hand bat,Right-arm medium,SSK Shaurya,0,Right,Right,medium
663,Saurabh Kumar,India,Saurabh Kumar,"['Rising Pune Supergiant,', 'Uttar Pradesh,', 'Uttar Pradesh Under-19s,', 'Uttar Pradesh Under-22s']",Left-hand bat,Slow left-arm orthodox,S Kumar,0,Left,Right,slow
664,Kumar Boresa,India,Kumar Dinesh Boresa,"['Rajasthan Royals,', 'Rajasthan Under-16s']",Right-hand bat,Slow left-arm orthodox,KD Boresa,0,Right,Right,slow
665,Chaitanya Bishnoi,India,Chaitanya Bishnoi,"['Chennai Super Kings,', 'Delhi Under-16s,', 'Delhi Under-19s,', 'Durham MCCU,', 'Haryana']",Left-hand bat,Slow left-arm orthodox,C Bishnoi,0,Left,Right,slow
666,Javed Khan,India,Javed Sadik Khan,Mumbai Indians,Right-hand bat,Right-arm fast-medium,JS Khan,0,Right,Right,medium
667,SS Iyer,India,Shreyas Santosh Iyer,"['India,', 'Delhi Daredevils,', 'India A,', 'India Under-19s,', 'Mumbai,', 'Mumbai Under-19s']",Right-hand bat,Legbreak googly,SS Iyer,0,Right,Right,leg
